r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
0,0,0,5130128,15072,2322264,0,0,0,0,9464,16808,3,2,95,0,0
0,0,0,5127164,15072,2322376,0,0,0,24,8005,13071,3,4,93,0,0
0,0,0,5125656,15080,2322296,0,0,0,12,7447,12102,2,3,94,0,0
0,0,0,5125772,15088,2322316,0,0,0,64,9620,13493,1,3,96,0,0
1,0,0,5124504,15088,2322300,0,0,0,0,11818,17266,2,3,95,0,0
0,0,0,5124528,15088,2322168,0,0,0,56,9278,12614,2,2,96,0,0
0,0,0,5125008,15088,2322148,0,0,0,24,11948,15301,2,3,95,0,0
0,0,0,5124500,15096,2322200,0,0,0,48,10220,12695,2,4,95,0,0
0,0,0,5124416,15096,2322156,0,0,0,32,12417,17558,1,3,96,0,0
0,0,0,5125792,15096,2322124,0,0,0,24,10794,15629,2,3,96,0,0
1,0,0,5125864,15096,2322076,0,0,0,0,11041,14355,1,3,95,0,0
0,0,0,5125904,15104,2322064,0,0,0,48,8149,13851,2,3,95,0,0
0,0,0,5125884,15104,2322028,0,0,0,0,8005,15600,3,5,92,0,0
0,0,0,5125784,15104,2322096,0,0,0,40,7822,12688,2,3,95,0,0
2,0,0,5125752,15104,2321996,0,0,0,0,10866,15627,2,4,94,0,0
0,0,0,5125996,15112,2321960,0,0,0,76,9114,12218,2,3,95,0,0
1,0,0,5127004,15112,2322056,0,0,0,0,9942,13119,2,3,95,0,0
0,0,0,5126988,15112,2321940,0,0,0,52,7408,14658,2,2,96,0,0
1,0,0,5127088,15112,2322020,0,0,0,44,9280,13626,2,3,95,0,0
0,0,0,5127868,15112,2321940,0,0,0,28,11297,16541,1,2,96,0,0
1,0,0,5127884,15112,2321852,0,0,0,0,11689,15382,2,3,95,0,0
0,0,0,5127920,15128,2321956,0,0,0,68,8750,11198,1,3,95,0,0
0,0,0,5127140,15128,2321776,0,0,0,0,12604,17886,2,3,95,0,0
1,0,0,5127480,15128,2321848,0,0,0,44,8350,14178,2,4,94,0,0
0,0,0,5127820,15128,2321864,0,0,0,0,9452,14856,2,4,93,0,0
1,0,0,5127708,15128,2321772,0,0,0,28,9287,12058,1,2,96,0,0
0,0,0,5126880,15136,2321864,0,0,0,48,13140,17678,2,4,94,0,0
0,0,0,5126652,15136,2321736,0,0,0,52,10781,13624,1,4,95,0,0
0,0,0,5126984,15136,2321624,0,0,0,32,9623,13017,2,3,95,0,0
0,0,0,5127880,15144,2321768,0,0,0,60,10743,13509,2,3,95,0,0
0,0,0,5127644,15144,2321620,0,0,0,0,12006,15140,3,4,93,0,0
0,0,0,5127580,15144,2321608,0,0,0,28,9052,11412,2,2,96,0,0
1,0,0,5128640,15144,2321696,0,0,0,0,10941,14808,1,3,96,0,0
0,0,0,5128288,15144,2321564,0,0,0,40,9096,10747,2,3,95,0,0
0,0,0,5128200,15152,2321588,0,0,0,12,10837,14999,4,5,91,0,0
1,0,0,5128068,15160,2321516,0,0,0,48,10026,14008,2,4,94,0,0
1,0,0,5127460,15168,2321648,0,0,0,80,11926,16987,2,4,95,0,0
1,0,0,5128180,15176,2321544,0,0,0,80,12043,15497,2,4,95,0,0
3,0,0,5128500,15176,2321456,0,0,0,36,9421,13706,2,2,96,0,0
0,0,0,5127672,15176,2321504,0,0,0,32,10608,13354,2,3,95,0,0
0,0,0,5127624,15176,2321512,0,0,0,0,8322,11375,2,3,95,0,0
1,0,0,5127608,15176,2321496,0,0,0,24,6517,9616,13,9,60,0,
4,0,0,5127528,15184,2321408,0,0,0,12,6943,9596,23,9,50,0,
2,0,0,5127836,15192,2321436,0,0,0,64,9653,12382,2,4,94,0,0
1,0,0,5127756,15192,2321456,0,0,0,0,12253,16326,2,3,95,0,0
2,0,0,5127004,15192,2321416,0,0,0,28,13140,19211,3,5,92,0,0
0,0,0,5128220,15192,2321368,0,0,0,28,10969,17132,2,4,94,0,0
3,0,0,5128236,15200,2321340,0,0,0,52,6889,10736,2,2,96,0,0
0,0,0,5128100,15200,2321324,0,0,0,32,11293,15228,2,3,95,0,0
0,0,0,5128456,15200,2321356,0,0,0,24,7869,12711,2,2,96,0,0
0,0,0,5128408,15200,2321328,0,0,0,0,12211,16019,2,4,95,0,0
6,0,0,5128360,15208,2321316,0,0,0,48,11236,14991,1,3,95,0,0
1,0,0,5128376,15208,2321328,0,0,0,0,8703,11412,1,2,97,0,0
0,0,0,5128360,15208,2321252,0,0,0,40,9175,11946,2,2,96,0,0
1,0,0,5128736,15208,2321216,0,0,0,0,10592,13022,2,3,95,0,0
0,0,0,5128532,15208,2321168,0,0,0,28,9803,12406,1,4,96,0,0
0,0,0,5128296,15224,2321140,0,0,0,60,11682,15240,2,6,92,0,0
3,0,0,5127720,15224,2321152,0,0,0,52,11091,16444,2,4,94,0,0
1,0,0,5127144,15224,2321040,0,0,0,32,11561,16368,2,3,95,0,0
0,0,0,5127640,15232,2321048,0,0,0,48,12758,16509,3,3,94,0,0
1,0,0,5127664,15232,2321032,0,0,0,0,11026,14166,2,4,94,0,0
2,0,0,5127600,15232,2321056,0,0,0,24,11281,14298,1,3,96,0,0
0,0,0,5127528,15232,2321152,0,0,0,0,9660,14606,2,2,96,0,0
1,0,0,5126780,15232,2321028,0,0,0,44,6961,10090,1,3,96,0,0
0,0,0,5126148,15232,2321020,0,0,0,0,6839,10687,1,3,96,0,0
0,0,0,5126276,15248,2320948,0,0,0,60,6766,10715,2,2,96,0,0
0,0,0,5127480,15248,2320964,0,0,0,28,8480,12366,2,3,95,0,0
6,0,0,5127456,15248,2320980,0,0,0,60,7131,11077,1,3,95,0,0
1,0,0,5126148,15248,2320940,0,0,0,32,10120,14971,4,5,92,0,0
0,0,0,5126092,15256,2320900,0,0,0,44,11763,15338,2,4,93,0,0
0,0,0,5126164,15256,2320912,0,0,0,0,7291,12443,2,3,95,0,0
0,0,0,5126132,15256,2320860,0,0,0,28,7550,10121,1,3,96,0,0
0,0,0,5126116,15256,2320900,0,0,0,0,7973,9458,23,9,60,0,
0,0,0,5126116,15256,2320748,0,0,0,40,9810,13117,2,3,96,0,0
0,0,0,5127196,15256,2320712,0,0,0,0,11976,16269,2,3,95,0,0
0,0,0,5127296,15272,2320844,0,0,0,64,9461,12666,2,3,96,0,0
0,0,0,5127744,15272,2320764,0,0,0,0,7420,11019,2,3,95,0,0
0,0,0,5127940,15280,2320796,0,0,0,80,11200,13758,2,3,95,0,0
1,0,0,5127720,15280,2320820,0,0,0,52,7713,12917,2,3,95,0,0
2,0,0,5125820,15280,2320672,0,0,0,28,9083,15681,3,4,93,0,0
1,0,0,5125396,15280,2320736,0,0,0,0,11794,16971,3,4,93,0,0
1,0,0,5125364,15280,2320700,0,0,0,24,7697,9553,23,9,60,0,
0,0,0,5125332,15280,2320676,0,0,0,0,11739,15025,2,2,96,0,0
0,0,0,5126072,15296,2320620,0,0,0,76,10802,14975,1,3,96,0,0
0,0,0,5125028,15296,2320648,0,0,0,0,8106,12120,2,4,95,0,0
0,0,0,5125016,15296,2320648,0,0,0,28,8404,12204,2,3,96,0,0
0,0,0,5125604,15296,2320428,0,0,0,0,11138,17485,2,2,96,0,0
0,0,0,5126464,15304,2320572,0,0,0,76,7579,14025,1,2,96,0,0
0,0,0,5125992,15304,2320568,0,0,0,60,6925,11463,2,3,95,0,0
2,0,0,5126732,15304,2320476,0,0,0,24,7387,10496,2,3,95,0,0
0,0,0,5125928,15304,2320428,0,0,0,0,12223,17022,4,4,92,0,0
0,0,0,5126148,15304,2320408,0,0,0,28,13856,18682,2,3,95,0,0
0,0,0,5126108,15304,2320464,0,0,0,0,9369,13501,2,3,95,0,0
1,0,0,5125816,15320,2320388,0,0,0,76,10228,16314,2,3,95,0,0
0,0,0,5125800,15320,2320456,0,0,0,0,8771,12877,2,3,95,0,0
0,0,0,5125752,15320,2320376,0,0,0,28,11431,17726,2,3,96,0,0
0,0,0,5125672,15320,2320340,0,0,0,0,8643,13116,2,2,96,0,0
3,0,0,5124948,15328,2320304,0,0,0,76,8125,12014,1,3,95,0,0
0,0,0,5124704,15328,2320232,0,0,0,56,7544,12501,3,3,94,0,0
0,0,0,5127128,15328,2320308,0,0,0,28,10541,14385,1,4,95,0,0
0,0,0,5127152,15328,2320248,0,0,0,0,11375,14851,2,3,95,0,0
1,0,0,5126112,15336,2320312,0,0,0,44,10435,14947,3,6,91,0,0
0,0,0,5126072,15336,2320288,0,0,0,0,11617,15280,3,4,93,0,0
0,0,0,5125560,15336,2320164,0,0,0,48,10961,15446,1,3,96,0,0
0,0,0,5126276,15336,2320092,0,0,0,0,8855,12213,3,4,94,0,0
0,0,0,5126064,15336,2320272,0,0,0,28,11131,14223,1,3,96,0,0
0,0,0,5126000,15336,2320132,0,0,0,0,10306,15399,2,3,95,0,0
0,0,0,5126724,15352,2320064,0,0,0,88,8542,14667,2,2,96,0,0
1,0,0,5127260,15352,2320096,0,0,0,60,8822,14195,2,3,95,0,0
1,0,0,5127652,15360,2320040,0,0,0,44,9719,15714,2,2,96,0,0
0,0,0,5127400,15360,2320076,0,0,0,0,10362,14462,1,3,96,0,0
